Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,180,90,4.6,right,1,0.701109741,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,1,1,80,,,,,,,,,,,,0,90,4.6,right,1,0.485630397,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,2,1,79,,,,,,,,,,,,180,90,4.6,right,1,0.435745971,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,3,1,78,,,,,,,,,,,,0,0,4.6,right,1,0.486022559,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,4,1,77,,,,,,,,,,,,180,0,-4.6,left,0,0.335182664,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,5,1,78,,,,,,,,,,,,180,0,4.6,right,1,0.435575067,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,6,1,78,,,,,,,,,,,,0,90,4.6,right,1,0.519440465,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,7,1,78,,,,,,,,,,,,0,0,-4.6,left,0,0.285197745,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,8,1,79,,,,,,,,,,,,180,90,4.6,right,0,0.636330161,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,9,1,80,,,,,,,,,,,,180,0,4.6,right,1,0.33508176,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,10,1,80,,,,,,,,,,,,180,90,4.6,right,1,0.421040483,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,11,1,80,,,,,,,,,,,,0,0,4.6,right,1,0.435763018,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,12,1,79,,,,,,,,,,,,0,90,-4.6,left,1,0.468934788,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,13,1,79,,,,,,,,,,,,0,0,-4.6,left,1,0.519971545,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,14,1,79,,,,,,,,,,,,0,90,4.6,right,1,0.951834674,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,15,1,78,,,,,,,,,,,,180,0,4.6,right,1,0.469157174,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,16,1,78,,,,,,,,,,,,180,90,4.6,right,1,0.419270131,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,17,1,78,,,,,,,,,,,,180,0,-4.6,left,1,0.635428212,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,18,1,77,,,,,,,,,,,,0,90,4.6,right,1,0.468714831,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,19,1,77,,,,,,,,,,,,0,90,4.6,right,1,1.002813976,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,20,1,77,,,,,,,,,,,,0,90,-4.6,left,1,0.718406717,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,21,1,76,,,,,,,,,,,,180,0,-4.6,left,1,1.81890756,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,22,1,76,,,,,,,,,,,,180,0,4.6,right,1,0.367906474,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,23,1,76,,,,,,,,,,,,0,90,-4.6,left,1,0.73566481,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,24,1,75,,,,,,,,,,,,0,90,4.6,right,1,0.535170302,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,25,1,75,,,,,,,,,,,,180,0,4.6,right,1,0.867624991,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,26,1,75,,,,,,,,,,,,0,0,-4.6,left,1,0.585824446,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,27,1,74,,,,,,,,,,,,180,0,4.6,right,1,0.269105786,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,28,1,74,,,,,,,,,,,,0,0,-4.6,left,1,0.3681717,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,29,1,74,,,,,,,,,,,,180,90,4.6,right,1,0.435285627,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,30,1,73,,,,,,,,,,,,0,0,-4.6,left,1,0.517563631,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,31,1,73,,,,,,,,,,,,0,0,4.6,right,1,0.53401077,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,32,1,73,,,,,,,,,,,,0,90,-4.6,left,0,0.585023939,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,33,1,74,,,,,,,,,,,,0,90,4.6,right,1,0.436011296,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,34,1,74,,,,,,,,,,,,0,0,-4.6,left,1,0.368394562,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,35,1,74,,,,,,,,,,,,180,90,4.6,right,1,0.384473316,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,36,1,73,,,,,,,,,,,,0,0,4.6,right,1,0.267905794,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,37,1,73,,,,,,,,,,,,180,0,4.6,right,1,0.335154122,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,38,1,73,,,,,,,,,,,,0,90,-4.6,left,1,0.401650527,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,39,1,72,,,,,,,,,,,,0,90,-4.6,left,1,0.335303282,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,40,1,72,,,,,,,,,,,,180,90,4.6,right,1,0.318926834,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,41,1,72,,,,,,,,,,,,180,0,-4.6,left,1,0.536273135,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,42,1,71,,,,,,,,,,,,180,0,4.6,right,0,0.487191257,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,43,1,72,,,,,,,,,,,,0,90,-4.6,left,0,0.485559533,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,44,1,73,,,,,,,,,,,,180,0,-4.6,left,1,0.585563021,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,45,1,73,,,,,,,,,,,,180,0,4.6,right,1,0.335734172,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,46,1,73,,,,,,,,,,,,0,0,-4.6,left,1,0.435366846,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,47,1,72,,,,,,,,,,,,0,90,-4.6,left,0,0.502277519,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,48,1,73,,,,,,,,,,,,180,90,-4.6,left,0,0.73494321,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,49,1,74,,,,,,,,,,,,180,90,4.6,right,1,0.318788426,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,50,1,74,,,,,,,,,,,,0,0,-4.6,left,1,0.402545853,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,51,1,74,,,,,,,,,,,,0,0,4.6,right,1,0.270289639,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,52,1,73,,,,,,,,,,,,0,90,4.6,right,1,0.302419657,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,53,1,73,,,,,,,,,,,,0,90,-4.6,left,1,0.367917598,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,54,1,73,,,,,,,,,,,,180,0,-4.6,left,1,0.369138908,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,55,1,72,,,,,,,,,,,,180,0,4.6,right,1,0.317091836,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,56,1,72,,,,,,,,,,,,0,90,4.6,right,1,0.369354657,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,57,1,72,,,,,,,,,,,,0,0,-4.6,left,1,0.701711919,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,58,1,71,,,,,,,,,,,,180,0,4.6,right,1,0.652194753,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,59,1,71,,,,,,,,,,,,180,90,4.6,right,1,0.351765454,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,60,1,71,,,,,,,,,,,,180,90,4.6,right,0,0.352020534,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,61,1,72,,,,,,,,,,,,0,0,4.6,right,1,0.26811513,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,62,1,72,,,,,,,,,,,,180,0,4.6,right,0,0.31883171,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,63,1,73,,,,,,,,,,,,0,90,4.6,right,1,0.201687171,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,64,1,73,,,,,,,,,,,,0,0,-4.6,left,0,0.302043695,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,65,1,74,,,,,,,,,,,,180,0,4.6,right,0,0.319477865,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,66,1,75,,,,,,,,,,,,0,90,4.6,right,1,0.502719469,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,67,1,75,,,,,,,,,,,,0,90,4.6,right,1,0.520613124,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,68,1,75,,,,,,,,,,,,180,0,4.6,right,1,0.301786765,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,69,1,74,,,,,,,,,,,,180,90,-4.6,left,0,0.401601193,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,70,1,75,,,,,,,,,,,,180,90,-4.6,left,1,0.468210485,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,71,1,75,,,,,,,,,,,,180,0,4.6,right,1,0.302322352,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,72,1,75,,,,,,,,,,,,180,90,-4.6,left,1,0.35141098,left,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,73,1,74,,,,,,,,,,,,180,0,4.6,right,1,0.268759643,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,74,1,74,,,,,,,,,,,,0,90,4.6,right,1,0.2019684,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,75,1,74,,,,,,,,,,,,180,0,4.6,right,1,0.254619379,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,76,1,73,,,,,,,,,,,,0,90,-4.6,left,0,0.35241673,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,77,1,74,,,,,,,,,,,,0,0,-4.6,left,0,0.285668587,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,78,1,75,,,,,,,,,,,,0,0,4.6,right,1,0.450852271,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,79,1,75,,,,,,,,,,,,0,0,-4.6,left,0,0.234697779,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,80,1,76,,,,,,,,,,,,0,0,-4.6,left,0,0.285582708,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,81,1,77,,,,,,,,,,,,180,90,-4.6,left,0,0.267595665,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,82,1,78,,,,,,,,,,,,0,0,-4.6,left,0,0.270720771,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,83,1,79,,,,,,,,,,,,180,90,-4.6,left,0,0.353973644,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,84,1,80,,,,,,,,,,,,0,0,-4.6,left,0,0.266848333,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
,85,1,81,,,,,,,,,,,,180,90,-4.6,left,0,0.316629302,right,,,,,,,,,2,113,2019_Apr_08_1249,Flow_endo_post,3.0.6,60.10577655,
