Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;180;90;4.6;right;1;2.8381047;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
1;1;80;;;;180;0;-4.6;left;1;1.0981304;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
2;1;79;;;;0;90;-4.6;left;1;1.252624;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
3;1;78;;;;180;0;4.6;right;1;0.8678685;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
4;1;77;;;;180;0;4.6;right;1;0.5847133;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
5;1;76;;;;180;90;-4.6;left;1;0.5683263;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
6;1;75;;;;0;90;4.6;right;1;0.6178586;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
7;1;74;;;;180;90;4.6;right;1;0.5017949;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
8;1;73;;;;180;0;4.6;right;1;0.4515659;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
9;1;72;;;;0;90;-4.6;left;0;0.4852326;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
10;1;73;;;;180;90;-4.6;left;1;0.4016053;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
11;1;73;;;;0;90;-4.6;left;1;0.4847035;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
12;1;73;;;;0;0;4.6;right;1;0.4181564;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
13;1;72;;;;180;90;-4.6;left;1;0.8858383;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
14;1;72;;;;0;90;-4.6;left;1;0.9521117;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
15;1;72;;;;180;0;4.6;right;1;0.7514204;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
16;1;71;;;;180;0;4.6;right;1;0.6684903;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
17;1;71;;;;180;90;4.6;right;1;0.5016835;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
18;1;71;;;;0;90;4.6;right;1;0.5516362;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
19;1;70;;;;180;0;-4.6;left;0;0.4510074;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
20;1;71;;;;180;90;4.6;right;1;0.4504616;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
21;1;71;;;;0;90;-4.6;left;0;0.502048;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
22;1;72;;;;180;90;4.6;right;1;0.5016144;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
23;1;72;;;;0;90;-4.6;left;0;0.7011782;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
24;1;73;;;;0;0;4.6;right;1;0.5336029;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
25;1;73;;;;0;0;-4.6;left;0;0.5524146;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
26;1;74;;;;180;90;4.6;right;1;0.5350921;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
27;1;74;;;;180;90;4.6;right;1;0.5013033;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
28;1;74;;;;0;90;4.6;right;1;0.4516126;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
29;1;73;;;;0;90;4.6;right;1;0.4348982;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
30;1;73;;;;0;90;4.6;right;1;0.4844882;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
31;1;73;;;;180;0;-4.6;left;0;0.4513277;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
32;1;74;;;;180;90;4.6;right;1;0.5179787;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
33;1;74;;;;180;0;-4.6;left;0;0.5341719;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
34;1;75;;;;180;90;4.6;right;1;0.4997182;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
35;1;75;;;;0;0;-4.6;left;0;0.5008193;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
36;1;76;;;;180;0;-4.6;left;0;0.4846823;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
37;1;77;;;;0;0;-4.6;left;1;0.7351602;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
38;1;77;;;;0;90;-4.6;left;1;0.6178753;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
39;1;77;;;;180;90;4.6;right;1;0.9016869;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
40;1;76;;;;0;0;4.6;right;1;0.5517991;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
41;1;76;;;;0;90;4.6;right;1;0.6359244;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
42;1;76;;;;0;90;-4.6;left;1;0.5019589;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
43;1;75;;;;180;0;-4.6;left;1;0.5686716;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
44;1;75;;;;180;90;-4.6;left;1;0.5013955;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
45;1;75;;;;0;90;4.6;right;1;0.5018646;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
46;1;74;;;;180;90;-4.6;left;1;0.4850236;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
47;1;74;;;;180;0;-4.6;left;1;0.4349283;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
48;1;74;;;;180;90;4.6;right;1;0.5180586;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
49;1;73;;;;180;90;4.6;right;1;0.5179462;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
50;1;73;;;;180;0;-4.6;left;1;0.4849916;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
51;1;73;;;;0;0;4.6;right;1;0.5182523;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
52;1;72;;;;0;90;4.6;right;1;0.4507197;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
53;1;72;;;;0;0;4.6;right;1;0.3848492;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
54;1;72;;;;0;0;-4.6;left;0;0.5171739;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
55;1;73;;;;0;0;4.6;right;1;0.401433;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
56;1;73;;;;180;90;-4.6;left;0;0.5854338;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
57;1;74;;;;0;0;4.6;right;1;0.4679437;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
58;1;74;;;;0;90;4.6;right;1;0.4006735;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
59;1;74;;;;0;0;-4.6;left;0;0.4521214;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
60;1;75;;;;0;90;-4.6;left;1;0.4686268;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
61;1;75;;;;180;90;4.6;right;1;0.4841871;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
62;1;75;;;;0;90;-4.6;left;0;0.5348157;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
63;1;76;;;;180;90;-4.6;left;1;0.6013493;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
64;1;76;;;;0;90;4.6;right;1;0.5341232;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
65;1;76;;;;180;0;4.6;right;0;0.7174608;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
66;1;77;;;;0;90;-4.6;left;1;0.6044682;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
67;1;77;;;;0;90;-4.6;left;1;1.3017548;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
68;1;77;;;;180;90;-4.6;left;1;0.6676952;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
69;1;76;;;;180;90;-4.6;left;1;0.718526;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
70;1;76;;;;180;90;-4.6;left;1;0.5179059;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
71;1;76;;;;180;90;-4.6;left;1;0.9357947;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
72;1;75;;;;180;90;-4.6;left;1;0.5686832;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
73;1;75;;;;0;0;4.6;right;1;0.9854165;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
74;1;75;;;;0;90;-4.6;left;1;0.6526117;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
75;1;74;;;;0;0;-4.6;left;1;0.5516512;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
76;1;74;;;;180;0;-4.6;left;1;0.6838987;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
77;1;74;;;;180;0;4.6;right;1;0.5519763;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
78;1;73;;;;0;0;4.6;right;1;0.4686972;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
79;1;73;;;;0;90;4.6;right;1;0.5176417;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
80;1;73;;;;0;0;-4.6;left;0;0.4508252;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
81;1;74;;;;0;0;-4.6;left;1;1.2358112;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
82;1;74;;;;0;0;-4.6;left;1;0.5680348;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
83;1;74;;;;180;90;4.6;right;1;1.2359192;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
84;1;73;;;;180;0;4.6;right;1;0.5513412;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
85;1;73;;;;180;90;-4.6;left;1;0.48451;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
86;1;73;;;;180;90;4.6;right;1;0.4845746;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
87;1;72;;;;180;90;4.6;right;1;0.5012344;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
88;1;72;;;;180;90;4.6;right;1;0.5347037;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
89;1;72;;;;0;90;4.6;right;1;0.4351223;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
90;1;71;;;;180;0;4.6;right;1;0.4349659;right;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
91;1;71;;;;180;90;-4.6;left;1;0.4187382;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
92;1;71;;;;180;90;-4.6;left;1;0.3850887;left;;;;;;;1;2;2019_Mar_13_1754;Flow_endo_pre;3.0.5;59.92003073
